user_id,age_group,layout,time_spent
1128,Older,New_Layout,7.35
1129,Young,Old_Layout,15.61
1130,Older,New_Layout,7.96
1131,Older,New_Layout,6.64
1132,Young,Old_Layout,15.49
1133,Young,Old_Layout,13.23
1134,Young,Old_Layout,16.78
1135,Older,New_Layout,7.3
1136,Young,Old_Layout,15.3
1137,Older,Old_Layout,5.42
1138,Older,New_Layout,7.61
1139,Young,Old_Layout,15.88
1140,Older,New_Layout,7.29
1141,Older,Old_Layout,6.31
1142,Young,Old_Layout,12.98
1143,Older,New_Layout,8.19
1144,Young,Old_Layout,17.91
1145,Young,Old_Layout,13.5
1146,Young,New_Layout,16.98
1147,Older,New_Layout,8.77
1148,Older,New_Layout,8.27
1149,Young,New_Layout,18.53
1150,Young,New_Layout,18.73
1151,Older,New_Layout,8.95
1152,Young,New_Layout,19.66
1153,Young,Old_Layout,15.61
1154,Older,New_Layout,7.64
1155,Older,New_Layout,9.01
1156,Young,Old_Layout,17.85
1157,Older,New_Layout,7.8
1158,Older,Old_Layout,3.54
1159,Young,New_Layout,19.66
1160,Older,New_Layout,7.82
1161,Young,New_Layout,14.74
1162,Older,New_Layout,9.27
1163,Older,New_Layout,7.2
1164,Older,New_Layout,7.86
1165,Young,Old_Layout,15.5
1166,Older,Old_Layout,5.29
1167,Young,New_Layout,19.06
1168,Young,Old_Layout,14.35
1169,Young,Old_Layout,15.77
1170,Older,New_Layout,7.61
1171,Older,New_Layout,9.11
1172,Young,New_Layout,18.92
1173,Older,New_Layout,6.6
1174,Young,Old_Layout,16.63
1175,Older,New_Layout,7.2
1176,Young,Old_Layout,16.21
1177,Older,New_Layout,8.55
1178,Young,Old_Layout,17.76
1179,Older,New_Layout,7.66
1180,Young,Old_Layout,14.48
1181,Young,New_Layout,17.97
1182,Young,Old_Layout,14.55
1183,Older,New_Layout,9.2
1184,Older,Old_Layout,2.58
1185,Young,Old_Layout,13.42
1186,Older,Old_Layout,3.4
1187,Older,New_Layout,9.43
1188,Older,New_Layout,10.57
1189,Older,New_Layout,7.84
1190,Young,Old_Layout,14.75
1191,Young,Old_Layout,15.11
1192,Older,New_Layout,9.74
1193,Older,New_Layout,6.61
1194,Older,New_Layout,8.36
1195,Young,Old_Layout,16.46
1196,Young,New_Layout,18.75
1197,Older,Old_Layout,5.28
1198,Older,Old_Layout,6.5
1199,Older,New_Layout,3.95
1200,Older,New_Layout,9.02
1201,Older,New_Layout,7.02
1202,Young,Old_Layout,12.25
1203,Young,Old_Layout,15.77
1204,Older,New_Layout,10.06
1205,Older,New_Layout,7.79
1206,Young,Old_Layout,16.43
1207,Young,Old_Layout,17.42
1208,Older,New_Layout,9.97
1209,Young,Old_Layout,17.46
1210,Young,New_Layout,19.11
1211,Older,New_Layout,8.11
1212,Older,New_Layout,5.6
1213,Older,New_Layout,7.63
1214,Young,Old_Layout,13.74
1215,Older,New_Layout,11.26
1216,Young,Old_Layout,14.74
1217,Young,Old_Layout,15.18
1218,Older,New_Layout,8.83
1219,Older,New_Layout,8.07
1220,Older,New_Layout,10.54
1221,Older,Old_Layout,4.07
1222,Older,New_Layout,8.29
1223,Young,Old_Layout,13.89
1224,Young,New_Layout,16.02
1225,Young,Old_Layout,14.08
1226,Young,Old_Layout,14.94
1227,Older,New_Layout,7.36
1228,Young,Old_Layout,13.96
1229,Older,Old_Layout,2.89
1230,Older,New_Layout,7.88
1231,Older,Old_Layout,2.74
1232,Older,New_Layout,9.14
1233,Older,New_Layout,8.12
1234,Older,New_Layout,5.81
1235,Young,Old_Layout,14.54
1236,Older,New_Layout,6.87
1237,Young,New_Layout,18.48
1238,Young,Old_Layout,17.01
1239,Older,Old_Layout,2.19
1240,Young,Old_Layout,15.17
1241,Older,Old_Layout,4.76
1242,Older,New_Layout,9.01
1243,Older,New_Layout,8.32
1244,Young,New_Layout,16.87
1245,Young,Old_Layout,14.52
1246,Older,New_Layout,6.81
1247,Older,New_Layout,9.61
1248,Older,New_Layout,8.03
1249,Older,Old_Layout,7.85
1250,Older,New_Layout,7.91
1251,Young,Old_Layout,13.94
1252,Young,Old_Layout,12.73
1253,Older,New_Layout,5.3
1254,Young,Old_Layout,12.62
1255,Young,Old_Layout,15.4
1256,Older,New_Layout,8.76
1257,Older,New_Layout,5.63
1258,Older,New_Layout,9.34
1259,Older,New_Layout,7.28
1260,Young,Old_Layout,15.22
1261,Older,New_Layout,10.42
1262,Older,New_Layout,9.35
1263,Young,Old_Layout,14.6
1264,Older,New_Layout,6.66
1265,Older,New_Layout,4.77
1266,Older,New_Layout,6.92
1267,Older,New_Layout,7.68
1268,Older,New_Layout,6.52
1269,Young,Old_Layout,14.8
1270,Young,Old_Layout,15.12
1271,Older,New_Layout,7.66
1272,Older,Old_Layout,4.02
1273,Older,New_Layout,8.25
1274,Older,New_Layout,8.66
1275,Older,New_Layout,6.36
1276,Older,New_Layout,10.12
1277,Older,New_Layout,7.85
1278,Older,Old_Layout,5.03
1279,Older,New_Layout,9.06
1280,Older,New_Layout,8.35
1281,Older,New_Layout,9.43
1282,Young,Old_Layout,15.43
1283,Young,Old_Layout,14.08
1284,Young,Old_Layout,15.54
1285,Older,New_Layout,6.28
1286,Young,Old_Layout,15.16
1287,Older,New_Layout,7.95
1288,Older,New_Layout,7.69
1289,Young,Old_Layout,14.81
1290,Older,New_Layout,5.18
1291,Young,Old_Layout,14.18
1292,Young,Old_Layout,15.14
1293,Older,New_Layout,8.24
1294,Young,Old_Layout,13.46
1295,Young,New_Layout,19.9
1296,Older,New_Layout,6.7
1297,Older,New_Layout,9.45
1298,Young,Old_Layout,15.64
1299,Older,New_Layout,7.03
1300,Young,Old_Layout,17.66
1301,Young,Old_Layout,13.21
1302,Older,Old_Layout,6.38
1303,Older,New_Layout,9.5
1304,Older,New_Layout,6.99
1305,Older,New_Layout,10.09
1306,Older,Old_Layout,4.62
1307,Older,New_Layout,8.43
1308,Young,New_Layout,18.39
1309,Older,New_Layout,7.8
1310,Young,New_Layout,19.22
1311,Older,New_Layout,9.19
1312,Young,New_Layout,15.38
1313,Young,Old_Layout,16.96
1314,Older,Old_Layout,2.51
1315,Older,New_Layout,9.55
1316,Older,New_Layout,9.69
1317,Older,New_Layout,6.36
1318,Young,Old_Layout,14.38
1319,Young,Old_Layout,13.34
1320,Young,Old_Layout,14.68
1321,Older,New_Layout,7.54
1322,Older,New_Layout,9.17
1323,Older,Old_Layout,6.97
1324,Young,Old_Layout,17.09
1325,Older,Old_Layout,4.16
1326,Older,New_Layout,7.69
1327,Older,New_Layout,5.47
1328,Older,New_Layout,6.79
1329,Older,New_Layout,9.45
1330,Young,Old_Layout,17.42
1331,Young,Old_Layout,13.15
1332,Older,New_Layout,7.11
1333,Young,Old_Layout,14.96
1334,Young,New_Layout,18.42
1335,Young,New_Layout,16.79
1336,Young,Old_Layout,15.64
1337,Older,New_Layout,7.29
1338,Older,New_Layout,7.98
1339,Older,New_Layout,8.82
1340,Young,Old_Layout,15.01
1341,Older,New_Layout,7.35
1342,Older,New_Layout,7.84
1343,Young,New_Layout,17.87
1344,Older,New_Layout,7.44
1345,Young,Old_Layout,14.61
1346,Older,New_Layout,10.4
1347,Older,New_Layout,8.84
1348,Young,Old_Layout,14.56
1349,Young,New_Layout,19.05
1350,Older,New_Layout,7.5
1351,Older,Old_Layout,6.76
1352,Older,New_Layout,8.55
1353,Older,New_Layout,7.84
1354,Young,Old_Layout,15.67
1355,Young,Old_Layout,12.64
1356,Older,Old_Layout,3.31
1357,Young,New_Layout,16.21
1358,Older,New_Layout,8.21
1359,Older,New_Layout,10.6
1360,Older,New_Layout,11.35
1361,Young,New_Layout,18.96
1362,Older,New_Layout,8.75
1363,Older,New_Layout,5.3
1364,Older,New_Layout,7.19
1365,Older,New_Layout,6.82
1366,Young,Old_Layout,14.07
1367,Older,New_Layout,7.75
1368,Older,Old_Layout,4.29
1369,Young,Old_Layout,12.03
1370,Young,Old_Layout,16.12
1371,Young,New_Layout,16.39
1372,Young,Old_Layout,15.36
1373,Young,New_Layout,21.11
1374,Older,New_Layout,6.62
1375,Young,Old_Layout,11.2
1376,Young,New_Layout,17.57
1377,Older,New_Layout,9.65
1378,Young,Old_Layout,17.94
1379,Older,New_Layout,6.16
1380,Young,Old_Layout,15.75
1381,Young,Old_Layout,14.3
1382,Older,New_Layout,7.84
1383,Older,Old_Layout,8.97
1384,Older,New_Layout,5.75
1385,Older,New_Layout,8.38
1386,Older,New_Layout,8.7
1387,Young,Old_Layout,16.63
1388,Young,Old_Layout,15.15
1389,Older,Old_Layout,5.46
1390,Older,New_Layout,7.41
1391,Older,New_Layout,8.4
1392,Older,New_Layout,7.49
1393,Young,Old_Layout,15.93
1394,Older,New_Layout,7.45
1395,Young,Old_Layout,15.57
1396,Older,Old_Layout,4.96
1397,Older,New_Layout,9.69
1398,Older,New_Layout,7.92
1399,Older,New_Layout,5.34
1400,Older,New_Layout,9.89
1401,Young,Old_Layout,13.64
1402,Older,New_Layout,7.02
1403,Older,New_Layout,7.11
1404,Older,New_Layout,10.06
1405,Young,Old_Layout,11.8
1406,Older,New_Layout,12.71
1407,Young,New_Layout,19.58
1408,Young,New_Layout,18.33
1409,Older,New_Layout,7.92
1410,Young,New_Layout,18.43
1411,Young,Old_Layout,15.78
1412,Older,New_Layout,8.97
1413,Older,New_Layout,8.83
1414,Older,New_Layout,8.13
1415,Older,New_Layout,7.7
1416,Older,Old_Layout,4.77
1417,Young,Old_Layout,14.71
1418,Young,Old_Layout,16.7
1419,Older,New_Layout,8.89
1420,Older,Old_Layout,0.59
1421,Older,New_Layout,8.98
1422,Older,New_Layout,8.29
1423,Young,Old_Layout,14.97
1424,Older,New_Layout,7.42
1425,Young,New_Layout,19.69
1426,Older,Old_Layout,6.42
1427,Older,New_Layout,6.84
1428,Older,Old_Layout,5.61
1429,Young,Old_Layout,13.54
1430,Young,New_Layout,15.93
1431,Young,Old_Layout,14.06
1432,Older,New_Layout,9.29
1433,Older,New_Layout,9.43
1434,Young,Old_Layout,15.77
1435,Young,Old_Layout,16.09
1436,Older,New_Layout,8.77
1437,Young,Old_Layout,14.04
1438,Older,New_Layout,8.65
1439,Older,New_Layout,9.2
1440,Young,Old_Layout,16.13
1441,Young,New_Layout,19.78
1442,Older,New_Layout,9.06
1443,Young,Old_Layout,15.53
1444,Young,Old_Layout,16.61
1445,Older,Old_Layout,4.96
1446,Older,New_Layout,6.68
1447,Older,New_Layout,7.76
1448,Older,Old_Layout,3.88
1449,Young,New_Layout,16.99
1450,Young,Old_Layout,14.78
1451,Older,New_Layout,6.81
1452,Older,New_Layout,7.54
1453,Older,Old_Layout,2.16
1454,Older,New_Layout,8.32
1455,Young,Old_Layout,15.0
1456,Older,Old_Layout,3.77
1457,Young,Old_Layout,15.99
1458,Older,New_Layout,9.41
1459,Young,Old_Layout,12.59
1460,Young,Old_Layout,13.86
1461,Young,Old_Layout,13.85
1462,Older,New_Layout,6.59
1463,Older,New_Layout,9.24
1464,Older,New_Layout,7.71
1465,Older,Old_Layout,4.6
1466,Young,Old_Layout,11.99
1467,Young,New_Layout,18.95
1468,Older,New_Layout,6.14
1469,Young,New_Layout,18.09
1470,Older,New_Layout,8.42
1471,Young,Old_Layout,17.04
1472,Older,New_Layout,6.04
1473,Young,New_Layout,13.47
1474,Older,New_Layout,8.28
1475,Older,New_Layout,10.7
1476,Older,New_Layout,9.86
1477,Young,New_Layout,18.31
1478,Older,New_Layout,7.26
1479,Older,New_Layout,9.21
1480,Older,New_Layout,6.54
1481,Older,Old_Layout,5.71
1482,Older,New_Layout,8.76
1483,Older,New_Layout,9.59
1484,Older,New_Layout,12.14
1485,Older,New_Layout,8.59
1486,Older,New_Layout,7.24
1487,Young,Old_Layout,14.96
1488,Young,Old_Layout,12.35
1489,Older,New_Layout,6.96
1490,Older,New_Layout,7.39
1491,Older,New_Layout,7.21
1492,Older,New_Layout,8.23
1493,Young,Old_Layout,13.77
1494,Young,Old_Layout,16.68
1495,Older,New_Layout,8.0
1496,Young,Old_Layout,14.99
1497,Older,New_Layout,7.51
1498,Young,Old_Layout,15.23
1499,Older,New_Layout,9.24
1500,Older,Old_Layout,3.7
1501,Older,New_Layout,7.01
1502,Older,New_Layout,7.54
1503,Young,Old_Layout,12.98
1504,Older,New_Layout,6.77
1505,Older,New_Layout,7.29
1506,Young,Old_Layout,16.31
1507,Older,New_Layout,8.39
1508,Older,New_Layout,8.29
1509,Older,New_Layout,9.28
1510,Older,New_Layout,7.79
1511,Older,Old_Layout,5.59
1512,Older,New_Layout,7.85
1513,Older,Old_Layout,5.4
1514,Older,New_Layout,7.13
1515,Young,Old_Layout,11.34
1516,Young,Old_Layout,14.8
1517,Young,Old_Layout,17.13
1518,Older,Old_Layout,6.39
1519,Older,New_Layout,9.45
1520,Young,New_Layout,19.85
1521,Older,New_Layout,8.13
1522,Young,New_Layout,18.3
1523,Older,New_Layout,7.07
1524,Older,New_Layout,7.53
1525,Older,New_Layout,8.92
1526,Older,New_Layout,9.81
1527,Older,New_Layout,7.79
1528,Young,Old_Layout,14.32
1529,Young,New_Layout,18.0
1530,Older,New_Layout,8.9
1531,Older,New_Layout,5.83
1532,Older,New_Layout,4.56
1533,Older,New_Layout,7.17
1534,Older,New_Layout,6.17
1535,Older,New_Layout,7.24
1536,Older,New_Layout,7.78
1537,Older,New_Layout,7.32
1538,Young,Old_Layout,17.18
1539,Older,New_Layout,8.49
1540,Young,Old_Layout,15.45
1541,Older,New_Layout,8.93
1542,Older,New_Layout,6.29
1543,Young,Old_Layout,16.56
1544,Older,New_Layout,7.89
1545,Older,Old_Layout,6.01
1546,Young,Old_Layout,13.39
1547,Young,New_Layout,15.67
1548,Older,New_Layout,9.23
1549,Older,New_Layout,8.56
1550,Older,New_Layout,6.65
1551,Older,Old_Layout,3.7
1552,Older,New_Layout,9.69
1553,Older,Old_Layout,3.22
1554,Older,Old_Layout,7.46
1555,Older,New_Layout,6.65
1556,Older,New_Layout,8.96
1557,Young,Old_Layout,14.51
1558,Young,Old_Layout,15.9
1559,Older,Old_Layout,4.18
1560,Older,Old_Layout,4.76
1561,Older,New_Layout,8.06
1562,Young,Old_Layout,13.5
1563,Young,Old_Layout,16.11
1564,Young,Old_Layout,14.23
1565,Young,New_Layout,17.66
1566,Older,New_Layout,6.51
1567,Young,Old_Layout,11.16
1568,Older,New_Layout,7.71
1569,Older,New_Layout,11.62
1570,Young,Old_Layout,16.18
1571,Older,New_Layout,7.97
1572,Older,New_Layout,7.61
1573,Young,Old_Layout,15.03
1574,Older,Old_Layout,5.82
1575,Older,New_Layout,6.23
1576,Older,New_Layout,9.67
1577,Young,Old_Layout,16.07
1578,Older,New_Layout,9.08
1579,Older,New_Layout,8.66
1580,Young,Old_Layout,15.03
1581,Older,New_Layout,9.01
1582,Older,New_Layout,8.89
1583,Older,New_Layout,7.47
1584,Young,Old_Layout,14.14
1585,Older,Old_Layout,5.15
1586,Young,Old_Layout,17.32
1587,Young,Old_Layout,13.14
1588,Young,Old_Layout,12.8
1589,Young,Old_Layout,15.25
1590,Young,Old_Layout,15.08
1591,Young,Old_Layout,15.26
1592,Older,Old_Layout,5.37
1593,Young,Old_Layout,14.67
1594,Young,Old_Layout,17.23
1595,Older,New_Layout,5.6
1596,Older,New_Layout,6.76
1597,Older,New_Layout,7.85
1598,Young,Old_Layout,12.54
1599,Young,Old_Layout,14.74
1600,Young,New_Layout,20.49
1601,Young,Old_Layout,15.03
1602,Young,Old_Layout,15.35
1603,Young,Old_Layout,13.11
1604,Young,Old_Layout,14.08
1605,Young,Old_Layout,14.44
1606,Older,New_Layout,7.52
1607,Young,Old_Layout,16.92
1608,Young,New_Layout,18.84
1609,Older,New_Layout,6.33
1610,Older,New_Layout,8.37
1611,Young,New_Layout,18.75
1612,Older,New_Layout,9.71
1613,Older,New_Layout,10.37
1614,Young,Old_Layout,13.48
1615,Older,New_Layout,6.78
1616,Older,New_Layout,6.11
1617,Young,New_Layout,17.65
1618,Young,Old_Layout,15.7
1619,Older,New_Layout,9.48
1620,Older,New_Layout,7.89
1621,Young,Old_Layout,14.52
1622,Young,Old_Layout,15.23
1623,Young,Old_Layout,13.75
1624,Older,Old_Layout,8.13
1625,Older,New_Layout,5.59
1626,Young,Old_Layout,15.28
1627,Older,New_Layout,11.04
1628,Older,New_Layout,8.01
1629,Young,Old_Layout,14.71
1630,Young,Old_Layout,14.46
1631,Older,New_Layout,7.73
1632,Older,New_Layout,10.06
1633,Older,New_Layout,4.68
1634,Older,New_Layout,10.3
1635,Young,New_Layout,15.86
1636,Older,New_Layout,7.6
1637,Older,New_Layout,7.36
1638,Young,Old_Layout,15.88
1639,Young,New_Layout,15.6
1640,Young,New_Layout,18.69
1641,Young,Old_Layout,18.04
1642,Young,New_Layout,15.96
1643,Young,Old_Layout,15.28
1644,Young,Old_Layout,14.01
1645,Young,Old_Layout,15.64
1646,Older,New_Layout,8.03
1647,Older,New_Layout,7.04
1648,Older,Old_Layout,5.73
1649,Older,New_Layout,10.71
1650,Older,New_Layout,7.71
1651,Young,Old_Layout,16.08
1652,Older,New_Layout,6.06
1653,Older,New_Layout,6.57
1654,Older,New_Layout,8.71
1655,Older,New_Layout,10.23
1656,Young,New_Layout,18.53
1657,Young,Old_Layout,14.53
1658,Young,Old_Layout,15.0
1659,Older,New_Layout,6.12
1660,Older,New_Layout,8.91
1661,Young,Old_Layout,16.32
1662,Older,New_Layout,7.32
1663,Older,Old_Layout,4.29
1664,Young,Old_Layout,15.4
1665,Young,New_Layout,17.34
1666,Young,New_Layout,17.9
1667,Young,Old_Layout,18.15
1668,Young,New_Layout,17.63
1669,Young,Old_Layout,14.46
1670,Young,New_Layout,17.03
1671,Young,Old_Layout,16.12
1672,Older,Old_Layout,4.73
1673,Young,New_Layout,17.03
1674,Older,Old_Layout,6.98
1675,Older,New_Layout,10.13
1676,Older,New_Layout,7.1
1677,Young,Old_Layout,12.2
1678,Young,Old_Layout,16.51
1679,Older,New_Layout,6.97
1680,Older,New_Layout,9.19
1681,Older,New_Layout,5.04
1682,Young,New_Layout,19.34
1683,Young,Old_Layout,13.18
1684,Older,Old_Layout,6.1
1685,Older,New_Layout,8.02
1686,Older,Old_Layout,3.57
1687,Older,Old_Layout,4.39
1688,Young,Old_Layout,16.03
1689,Older,New_Layout,8.16
1690,Young,Old_Layout,15.88
1691,Young,Old_Layout,17.96
1692,Older,New_Layout,5.65
1693,Older,New_Layout,10.43
1694,Young,Old_Layout,15.16
1695,Young,Old_Layout,13.65
1696,Older,New_Layout,6.0
1697,Young,Old_Layout,14.72
1698,Older,New_Layout,9.38
1699,Young,New_Layout,17.81
1700,Older,New_Layout,10.27
1701,Older,Old_Layout,2.82
1702,Young,Old_Layout,14.98
1703,Young,Old_Layout,13.12
1704,Young,Old_Layout,15.55
1705,Young,Old_Layout,16.33
1706,Older,New_Layout,7.37
1707,Young,Old_Layout,11.09
1708,Older,New_Layout,8.3
1709,Young,Old_Layout,15.66
1710,Older,New_Layout,8.61
1711,Older,New_Layout,9.85
1712,Older,New_Layout,6.39
1713,Older,New_Layout,9.02
1714,Older,New_Layout,9.79
1715,Young,Old_Layout,12.33
1716,Older,Old_Layout,5.48
1717,Older,New_Layout,7.24
1718,Older,New_Layout,7.88
1719,Young,New_Layout,18.52
1720,Older,New_Layout,7.27
1721,Older,New_Layout,6.99
1722,Young,Old_Layout,15.05
1723,Young,Old_Layout,13.37
1724,Older,New_Layout,6.37
1725,Older,New_Layout,9.02
1726,Older,New_Layout,6.28
1727,Young,Old_Layout,16.0
1728,Older,Old_Layout,5.69
1729,Young,New_Layout,15.41
1730,Young,Old_Layout,13.98
1731,Young,Old_Layout,16.79
1732,Older,New_Layout,6.53
1733,Older,New_Layout,7.3
1734,Older,New_Layout,8.69
1735,Young,Old_Layout,16.18
1736,Older,Old_Layout,4.62
1737,Young,Old_Layout,14.1
1738,Older,New_Layout,10.13
1739,Older,New_Layout,10.61
1740,Young,Old_Layout,16.47
1741,Older,Old_Layout,5.13
1742,Young,Old_Layout,13.79
1743,Older,New_Layout,6.75
1744,Older,New_Layout,8.78
1745,Young,Old_Layout,15.63
1746,Older,New_Layout,10.1
1747,Young,Old_Layout,15.98
1748,Older,New_Layout,5.75
1749,Older,New_Layout,9.58
1750,Older,New_Layout,6.5
1751,Young,Old_Layout,14.42
1752,Older,New_Layout,8.38
1753,Older,New_Layout,10.99
1754,Young,Old_Layout,19.66
1755,Young,New_Layout,18.91
1756,Older,Old_Layout,4.73
1757,Older,Old_Layout,5.8
1758,Older,New_Layout,9.33
1759,Older,New_Layout,7.52
1760,Older,New_Layout,10.69
1761,Young,Old_Layout,15.35
1762,Young,New_Layout,18.75
1763,Young,Old_Layout,16.0
1764,Older,New_Layout,8.63
1765,Young,Old_Layout,16.26
1766,Older,New_Layout,7.07
1767,Older,New_Layout,7.16
1768,Older,New_Layout,6.35
1769,Young,Old_Layout,15.66
1770,Older,New_Layout,9.17
1771,Young,Old_Layout,15.69
1772,Older,New_Layout,10.51
1773,Young,New_Layout,17.99
1774,Young,New_Layout,19.0
1775,Older,New_Layout,6.36
1776,Young,Old_Layout,14.42
1777,Young,Old_Layout,16.04
1778,Older,New_Layout,9.27
1779,Older,New_Layout,7.56
1780,Older,Old_Layout,4.89
1781,Older,New_Layout,5.72
1782,Older,Old_Layout,4.46
1783,Young,Old_Layout,16.34
1784,Young,Old_Layout,15.86
1785,Young,Old_Layout,15.75
1786,Older,Old_Layout,5.07
1787,Older,New_Layout,8.01
1788,Older,New_Layout,7.01
1789,Older,New_Layout,9.05
1790,Older,New_Layout,8.63
1791,Young,Old_Layout,15.74
1792,Older,New_Layout,7.21
1793,Older,New_Layout,4.77
1794,Older,New_Layout,9.65
1795,Young,Old_Layout,14.28
1796,Older,New_Layout,6.71
1797,Older,New_Layout,9.04
1798,Older,New_Layout,7.41
1799,Older,New_Layout,9.59
1800,Older,New_Layout,8.93
1801,Older,Old_Layout,6.03
1802,Young,Old_Layout,12.95
1803,Older,New_Layout,9.82
1804,Older,New_Layout,8.39
1805,Older,New_Layout,7.45
1806,Older,New_Layout,8.22
1807,Older,New_Layout,5.34
1808,Older,New_Layout,8.61
1809,Older,New_Layout,6.46
1810,Young,Old_Layout,12.97
1811,Older,New_Layout,5.72
1812,Older,New_Layout,9.67
1813,Young,Old_Layout,14.06
1814,Older,New_Layout,10.3
1815,Older,New_Layout,7.2
1816,Older,Old_Layout,2.44
1817,Older,New_Layout,6.33
1818,Young,Old_Layout,16.85
1819,Young,Old_Layout,14.77
1820,Young,Old_Layout,14.18
1821,Older,New_Layout,8.24
1822,Young,Old_Layout,15.75
1823,Young,Old_Layout,16.68
1824,Young,Old_Layout,17.17
1825,Older,New_Layout,7.46
1826,Older,New_Layout,6.01
1827,Young,Old_Layout,14.38
1828,Young,New_Layout,18.39
1829,Older,New_Layout,6.55
1830,Older,New_Layout,6.56
1831,Young,New_Layout,18.52
1832,Older,New_Layout,7.93
1833,Young,Old_Layout,15.05
1834,Young,Old_Layout,13.86
1835,Older,Old_Layout,4.65
1836,Older,New_Layout,6.61
1837,Older,New_Layout,9.34
1838,Young,Old_Layout,16.55
1839,Older,Old_Layout,2.23
1840,Older,New_Layout,6.61
1841,Young,Old_Layout,12.76
1842,Older,New_Layout,7.02
1843,Young,Old_Layout,14.87
1844,Older,New_Layout,5.83
1845,Young,New_Layout,16.62
1846,Older,New_Layout,6.49
1847,Young,Old_Layout,15.31
1848,Older,New_Layout,8.1
1849,Older,Old_Layout,3.92
1850,Older,New_Layout,8.27
